,pri_gene,symbol
STAG3,STAG3,STAG3
ADGRE2,ADGRE2,ADGRE2
TAMM41,TAMM41,TAMM41
METTL2B,METTL2B,METTL2B
CLIC1,CLIC1,CLIC1
TP53AIP1,TP53AIP1,TP53AIP1
OR8D1,OR8D1,OR8D1
GUSBP5,GUSBP5,GUSBP5
GUSBP5,GUSBP5,GUSBP5
GNAZ,GNAZ,GNAZ
ZIC2,ZIC2,ZIC2
SDR16C6P,SDR16C6P,SDR16C6P
SDR16C6P,SDR16C6P,SDR16C6P
DPY19L2P1,DPY19L2P1,DPY19L2P1
DPY19L2P1,DPY19L2P1,DPY19L2P1
MIR335,MIR335,MIR335
HERPUD2,HERPUD2,HERPUD2
SEL1L2,SEL1L2,SEL1L2
MPG,MPG,MPG
YWHAEP7,YWHAEP7,YWHAEP7
YWHAEP7,YWHAEP7,YWHAEP7
YWHAEP7,YWHAEP7,YWHAEP7
FADS6,FADS6,FADS1
FADS6,FADS6,FADS6
JAK1,JAK1,JAK1
MIR5047,MIR5047,MIR5047
RASA1,RASA1,SYNGAP1
RASA1,RASA1,RASA1
SLC16A7,SLC16A7,SLC16A7
MIR1234,MIR1234,MIR1234
SELENOT,SELENOT,SELENOT
PHF12,PHF12,PHF12
GFI1,GFI1,GFI1
SMG1P5,SMG1P5,SMG1P5
SMG1P5,SMG1P5,SMG1P5
HERC3,HERC3,HERC3
KMT2E,KMT2E,KMT2E
ENTR1,ENTR1,ENTR1
CCDC137,CCDC137,CCDC137
CYP7B1,CYP7B1,CYP7B1
ZNF823,ZNF823,ZNF823
PRSS23,PRSS23,PRSS23
TMEM167B,TMEM167B,TMEM167B
STX5,STX5,STX5
MIR6850,MIR6850,MIR6850
CLDN3,CLDN3,CLDN3
PRRT3,PRRT3,PRRT3
C1orf53,C1orf53,C1orf53
LHFPL3,LHFPL3,LHFPL3
DLGAP1,DLGAP1,DLGAP1
HOXB2,HOXB2,HOXB2
SLC40A1,SLC40A1,SLC40A1
MIR877,MIR877,MIR877
PLCG2,PLCG2,PLCG2
KASH5,KASH5,KASH5
MIR3618,MIR3618,MIR3618
NPRL2,NPRL2,NPRL2
ANKK1,ANKK1,ANKK1
SIL1,SIL1,SIL1
MRGPRX1,MRGPRX1,MRGPRX1
PROM2,PROM2,PROM2
ZNF510,ZNF510,ZNF510
CCDC66,CCDC66,CCDC66
OGFOD3,OGFOD3,OGFOD3
TMEM258,TMEM258,TMEM258
DNAJC4,DNAJC4,DNAJC4
ARMCX5-GPRASP2,ARMCX5-GPRASP2,ARMCX5-GPRASP2
ACY1,ACY1,ACY1
RGSL1,RGSL1,RGSL1
UVRAG,UVRAG,UVRAG
EIF2B5,EIF2B5,EIF2B5
LMNB2,LMNB2,LMNB2
SLC16A12,SLC16A12,SLC16A12
FGF14,FGF14,FGF14
CYP2S1,CYP2S1,CYP2S1
LOC285889,LOC285889,LOC285889
LINC00908,LINC00908,LINC00908
FSTL5,FSTL5,FSTL5
MIR6776,MIR6776,MIR6776
DDC,DDC,DDC
DLG1-AS1,DLG1-AS1,DLG1-AS1
KRTAP23-1,KRTAP23-1,KRTAP23-1
KRT71,KRT71,KRT71
LOC101927560,LOC101927560,LOC101927560
SLC26A9,SLC26A9,SLC26A9
KLRB1,KLRB1,KLRB1
LINC01017,LINC01017,LINC01017
LINC01017,LINC01017,LINC01019
RANBP3,RANBP3,RANBP3
LINC00960,LINC00960,LINC00960
SPAG1,SPAG1,SPAG1
SZRD1,SZRD1,SZRD1
BGN,BGN,BGN
LINC01402,LINC01402,LINC01402
PARS2,PARS2,PARS2
ZFP69,ZFP69,ZFP69
SNORA48B,SNORA48B,SNORA48B
AMIGO1,AMIGO1,AMIGO1
NEK4,NEK4,NEK4
ZNF275,ZNF275,ZNF275
SPTY2D1,SPTY2D1,SPTY2D1
GJA10,GJA10,GJA9-MYCBP
GJA10,GJA10,GJA9
GJA10,GJA10,GJA10
RGPD5,RGPD5,RGPD5
GDF9,GDF9,GDF9
ZNF436,ZNF436,ZNF436
GALR2,GALR2,GALR2
DAPK2,DAPK2,DAPK2
MIR105-1,MIR105-1,MIR105-1
LRCH4,LRCH4,LRCH4
STIM1,STIM1,STIM1
METTL6,METTL6,METTL6
COL7A1,COL7A1,COL7A1
SLC12A1,SLC12A1,SLC12A1
TTLL9,TTLL9,TTLL9
HS2ST1,HS2ST1,HS2ST1
PITPNC1,PITPNC1,PITPNC1
B3GNT5,B3GNT5,B3GNT5
C9orf92,C9orf92,LINC03041
YJU2B,YJU2B,YJU2B
PHLPP1,PHLPP1,PHLPP1
KANK1,KANK1,KANK1
ASB18,ASB18,ASB18
TGFBRAP1,TGFBRAP1,TGFBRAP1
OPLAH,OPLAH,OPLAH
KLHL6,KLHL6,KLHL7
KLHL6,KLHL6,KLHL6
SP5,SP5,SFTPC
SP5,SP5,SP5
SIRPD,SIRPD,SIRPD
SPG11,SPG11,SPG11
ADGRB3,ADGRB3,ADGRB3
MICOS10,MICOS10,MICOS10
GNAO1,GNAO1,GNAO1
LOC285804,LOC285804,LOC285804
FKBP14,FKBP14,FKBP14
MIR4750,MIR4750,MIR4750
STAM2,STAM2,STAM2
NUP62,NUP62,NUP62
NDEL1,NDEL1,NDEL1
FBXO32,FBXO32,FBXO32
ADGRV1,ADGRV1,ADGRV1
LINC00879,LINC00879,LINC00879
GET3,GET3,GET3
GARIN4,GARIN4,GARIN4
PLS3,PLS3,PLS3
AOX1,AOX1,AOX1
TRIM23,TRIM23,TRIM23
ZBTB32,ZBTB32,ZBTB32
SURF2,SURF2,SURF2
RPL29P2,RPL29P2,RPL29P2
RPL29P2,RPL29P2,RPL29P2
LINC01056,LINC01056,LINC01056
VANGL1,VANGL1,VANGL1
PPP2R3B,PPP2R3B,PPP2R3B
SMCP,SMCP,SMCP
MIR3939,MIR3939,MIR3939
MYO5B,MYO5B,MYO5B
STX1A,STX1A,STX1A
DYNLT1,DYNLT1,DYNLT1
PRR7-AS1,PRR7-AS1,PRR7-AS1
PRR7-AS1,PRR7-AS1,PRR7-AS1
CROCCP2,CROCCP2,CROCCP2
CROCCP2,CROCCP2,CROCCP2
IGFBP7,IGFBP7,IGFBP7
CENPE,CENPE,CENPE
ALDH1L1-AS2,ALDH1L1-AS2,ALDH1L1-AS2
POLE,POLE,POLE
NEU1,NEU1,EGFL7
NEU1,NEU1,NEU1
VENTXP7,VENTXP7,VENTXP7
VENTXP7,VENTXP7,VENTXP7
FLVCR1-DT,FLVCR1-DT,FLVCR1-DT
ZNF365,ZNF365,ZNF365
SP2,SP2,SP2
GJA1,GJA1,GJA1
AGBL4,AGBL4,AGBL4
SCNM1,SCNM1,TNFAIP8L2-SCNM1
SCNM1,SCNM1,SCNM1
THAP1,THAP1,THAP1
ARPC3,ARPC3,ARPC3
LOC283731,LOC283731,LOC283731
ANKS1A,ANKS1A,ANKS1A
DNAI7,DNAI7,DNAI7
CCDC136,CCDC136,CCDC136
GATA1,GATA1,GATA1
NDUFB2-AS1,NDUFB2-AS1,NDUFB2-AS1
RAB7B,RAB7B,RAB7B
NFIB,NFIB,NFIB
MTF1,MTF1,MYT1
MTF1,MTF1,MELTF
MTF1,MTF1,MTF1
MIR106B,MIR106B,MIR106B
TEAD3,TEAD3,TEAD3
ARPC2,ARPC2,ARPC2
BCL2L10,BCL2L10,BCL2L10
PLEKHA5,PLEKHA5,PLEKHA5
STAM-AS1,STAM-AS1,STAM-DT
DXO,DXO,DXO
OGFR,OGFR,OGFR
DHX40,DHX40,DHX40
TRIM77,TRIM77,TRIM77
FAM151A,FAM151A,FAM151A
HEBP1,HEBP1,NFE2L2
HEBP1,HEBP1,HEBP1
REG1A,REG1A,REG1A
RPS27L,RPS27L,RPS27L
ZNF213,ZNF213,ZNF213
TARS1,TARS1,TARS1
RPL39L,RPL39L,RPL39L
CCAR1,CCAR1,CCAR1
WDR11-AS1,WDR11-AS1,WDR11-DT
LINC01579,LINC01579,LINC01579
LINC01579,LINC01579,LINC01579
H4-16,H4-16,H4C4
H4-16,H4-16,H4C6
H4-16,H4-16,H4C5
H4-16,H4-16,H4C13
H4-16,H4-16,H4C9
H4-16,H4-16,H4C1
H4-16,H4-16,H4C12
H4-16,H4-16,H4C2
H4-16,H4-16,H4C14
H4-16,H4-16,H4C15
MIR4693,MIR4693,MIR4693
SLN,SLN,SLN
PNP,PNP,PPY
PNP,PNP,PNP
DUSP29,DUSP29,DUSP29
NANP,NANP,NANP
AFG1L,AFG1L,AFG1L
AMY2B,AMY2B,AMY2B
SPINK2,SPINK2,SPINK2
GAS6,GAS6,GAS6
SOBP,SOBP,SOBP
HIRA,HIRA,HIRA
PPP4C,PPP4C,PPP4C
A2M,A2M,A2M
A2M,A2M,IGHA2
POLD2,POLD2,POLD2
PACERR,PACERR,PACERR
PACERR,PACERR,PACERR
PLEKHG5,PLEKHG5,TNFRSF25
PLEKHG5,PLEKHG5,PLEKHG5
KCNQ3,KCNQ3,KCNQ3
ARL5A,ARL5A,ARL5A
KLHDC2,KLHDC2,KLHDC2
SUV39H2,SUV39H2,SUV39H2
WDR6,WDR6,WDR6
TRPS1,TRPS1,TRPS1
HS1BP3,HS1BP3,HS1BP3
COL27A1,COL27A1,COL27A1
BIN3,BIN3,BIN3
ACAA1,ACAA1,ACAA1
SOX8,SOX8,SOX8
KIRREL1-IT1,KIRREL1-IT1,KIRREL1-IT1
KIRREL1-IT1,KIRREL1-IT1,KIRREL1-IT1
RNF112,RNF112,RNF112
FAM149A,FAM149A,FAM149A
DGAT2,DGAT2,DGAT2
WFDC11,WFDC11,WFDC11
LINC02027,LINC02027,LINC02027
LINC02027,LINC02027,LINC02027
WNT7B,WNT7B,WNT7B
SRARP,SRARP,SRARP
GSX2,GSX2,GSX2
ASH2L,ASH2L,ASH2L
CD300LB,CD300LB,CD300LB
C12orf40,C12orf40,REDIC1
PTPRD-AS1,PTPRD-AS1,PTPRD-AS1
TMEM74B,TMEM74B,TMEM74B
H2BC10,H2BC10,H2BC10
H2BC10,H2BC10,H2BC8
H2BC10,H2BC10,H2BC7
H2BC10,H2BC10,H2BC6
H2BC10,H2BC10,H2BC4
ANKRD62,ANKRD62,ANKRD62
FBL,FBL,FBL
LINC01475,LINC01475,LINC01475
LINC01475,LINC01475,LINC01475
ELMO3,ELMO3,ELMO3
CYSLTR2,CYSLTR2,CYSLTR2
HOXA11-AS,HOXA11-AS,HOXA11-AS
MYBPH,MYBPH,MYBPH
TNFAIP8L2-SCNM1,TNFAIP8L2-SCNM1,TNFAIP8L2-SCNM1
TBC1D20,TBC1D20,TBC1D20
HSPB2,HSPB2,HSPB2
MYCL,MYCL,MYCL
GTF2IRD1P1,GTF2IRD1P1,GTF2IRD1P1
GTF2IRD1P1,GTF2IRD1P1,GTF2IRD1P1
RNF144B,RNF144B,RNF144B
KANK3,KANK3,KANK3
GPR68,GPR68,GPR68
CCDC77,CCDC77,CCDC77
SLC34A3,SLC34A3,SLC34A3
RETSAT,RETSAT,RETSAT
RAPGEF4,RAPGEF4,RAPGEF4
LINC01669,LINC01669,LOC102724354
LOC100287387,LOC100287387,LOC100287387
RRBP1,RRBP1,RRBP1
SETD1B,SETD1B,SETD1B
MIR6822,MIR6822,MIR6822
SEPT5-GP1BB,SEPT5-GP1BB,SEPT5-GP1BB
DCTN6,DCTN6,DCTN6
LMO7DN,LMO7DN,LMO7DN
SH3PXD2B,SH3PXD2B,SH3PXD2B
GRPR,GRPR,GRPR
AK3,AK3,AK4
AK3,AK3,AK3
UNC93A,UNC93A,UNC93A
HIGD1C,HIGD1C,HIGD1C
CCDC62,CCDC62,CCDC62
TRMT11,TRMT11,TRMT11
HRNR,HRNR,HRNR
CD81,CD81,CD81
EPHA5-AS1,EPHA5-AS1,EPHA5-AS1
SMARCC2,SMARCC2,SMARCC2
RABEPK,RABEPK,RABEPK
RAB12,RAB12,RAB12
BANP,BANP,BANP
ZFYVE26,ZFYVE26,ZFYVE26
MIR6729,MIR6729,MIR6729
KLHL41,KLHL41,KLHL41
SPOPL,SPOPL,SPOPL
MIR5090,MIR5090,MIR5090
PPP1R42,PPP1R42,PPP1R42
KIRREL2,KIRREL2,KIRREL2
CFAP36,CFAP36,CFAP36
GS1-24F4.2,GS1-24F4.2,GS1-24F4.2
CFAP68,CFAP68,CFAP68
MIR6732,MIR6732,MIR6732
GCC1,GCC1,GCC1
C9orf64,C9orf64,QNG1
PRR4,PRR4,PRR4
PRR4,PRR4,NECTIN4
RAB22A,RAB22A,RAB22A
F13B,F13B,F13B
HNRNPA1P33,HNRNPA1P33,HNRNPA1P33
TOMM20L,TOMM20L,TOMM20L
CCN1,CCN1,CCNA2
CCN1,CCN1,PPP3CA
CCN1,CCN1,CCN1
UBE2R2,UBE2R2,UBE2R2
PYHIN1,PYHIN1,PYHIN1
GTF2H1,GTF2H1,GTF2H1
SECISBP2,SECISBP2,SECISBP2
APCDD1,APCDD1,APCDD1
LYRM2,LYRM2,LYRM2
PLXDC2,PLXDC2,PLXDC2
SERHL,SERHL,SERHL
SERHL,SERHL,SERHL
TANGO2,TANGO2,TANGO2
RUVBL2,RUVBL2,RUVBL2
DACT1,DACT1,DACT1
DRGX,DRGX,DRGX
SOGA3,SOGA3,MTCL3
GYG2P1,GYG2P1,GYG2P1
GYG2P1,GYG2P1,GYG2P1
CACHD1,CACHD1,CACHD1
PPP3CA,PPP3CA,PPP3CA
SNORD6,SNORD6,SNORD6
PSMA1,PSMA1,PSMA1
GJC3,GJC3,GJC3
SLC25A22,SLC25A22,SLC25A22
OSR1,OSR1,OSER1
OSR1,OSR1,OXSR1
OSR1,OSR1,OSR1
MSX2,MSX2,MSX2
ANKRD65,ANKRD65,ANKRD65
MCM2,MCM2,MCM7
MCM2,MCM2,MCM2
SYT14,SYT14,SYT14
CLDND1,CLDND1,CLDND1
MYEF2,MYEF2,MYEF2
TIAL1,TIAL1,TIAL1
SNORA70H,SNORA70H,SNORA70H
XBP1,XBP1,XBP1
XBP1,XBP1,XBP1P1
RNASEH1,RNASEH1,RNASEH1
RNASEH1,RNASEH1,RNASEH1P1
FMOD,FMOD,FMOD
PGBD2,PGBD2,PGBD2
MYOM2,MYOM2,MYOM2
ZNF252P,ZNF252P,ZNF252P
ZNF252P,ZNF252P,ZNF252P
SPATA24,SPATA24,SPATA24
ZNF722P,ZNF722P,ZNF722
ANGPTL5,ANGPTL5,ANGPTL5
RPUSD2,RPUSD2,RPUSD2
ERAL1,ERAL1,ERAL1
LARGE2,LARGE2,LARGE2
CYP26A1,CYP26A1,CYP26A1
LINC01925,LINC01925,LINC01925
ATPAF1,ATPAF1,ATPAF1
DENND3,DENND3,DENND3
FGF12,FGF12,FGF12
TEX2,TEX2,TEX2
IL27,IL27,MYDGF
IL27,IL27,IL27
LINC00955,LINC00955,LINC00955
LINC00955,LINC00955,LINC00955
FLJ45513,FLJ45513,FLJ45513
DUS3L,DUS3L,DUS3L
MIR8077,MIR8077,MIR8077
PLOD1,PLOD1,PLOD1
ARMC4,ARMC4,ODAD2
CLEC4E,CLEC4E,CLEC4E
PHEX-AS1,PHEX-AS1,PHEX-AS1
PHEX-AS1,PHEX-AS1,PTCHD1-AS
ADAD1,ADAD1,ADAD1
FLNC-AS1,FLNC-AS1,FLNC-AS1
IL20RA,IL20RA,IL20RA
TPMT,TPMT,TPMT
BRI3BP,BRI3BP,BRI3BP
UBL3,UBL3,UBL3
TBX21,TBX21,TBX21
MIR5194,MIR5194,MIR5194
ZC3HC1,ZC3HC1,ZC3HC1
H3-3A,H3-3A,H3-3A
KCMF1,KCMF1,KCMF1
DRAIC,DRAIC,DRAIC
RPL13AP20,RPL13AP20,RPL13AP20
MELK,MELK,MELK
LRP6,LRP6,LRP6
TAFA4,TAFA4,TAFA4
ACADSB,ACADSB,ACADSB
NOSTRIN,NOSTRIN,NOSTRIN
UBALD1,UBALD1,UBALD1
KIFAP3,KIFAP3,KIFAP3
PDK3,PDK3,PDK3
RNF182,RNF182,RNF182
PTAR1,PTAR1,PTAR1
CC2D1B,CC2D1B,CC2D1B
CTDP1,CTDP1,CTDP1
MIR99AHG,MIR99AHG,MIR99AHG
C1QTNF3,C1QTNF3,C1QTNF3
MIR124-1HG,MIR124-1HG,MIR124-1HG
ZBTB7A,ZBTB7A,ZBTB7A
ESYT2,ESYT2,ESYT2
ZNF283,ZNF283,ZNF283
NDRG1,NDRG1,NDRG1
SEC22B2,SEC22B2,SEC22B2P
ZNF74,ZNF74,ZNF74
AQP6,AQP6,AQP6
NTRK2,NTRK2,NTRK2
ZIC4,ZIC4,ZIC4
CYP51A1,CYP51A1,CYP51A1
C3orf80,C3orf80,C3orf80
SELENOK,SELENOK,SELENOK
REEP6,REEP6,REEP6
MRPL52,MRPL52,MRPL52
FLVCR2,FLVCR2,FLVCR2
HIST1H2BK,HIST1H2BK,H2BC12
PREPL,PREPL,PREPL
ANKRD20A5P,ANKRD20A5P,ANKRD20A5P
ANKRD20A5P,ANKRD20A5P,ANKRD20A5P
SUGT1P4-STRA6LP,SUGT1P4-STRA6LP,SUGT1P4-STRA6LP
FAM9B,FAM9B,FAM9B
MS4A7,MS4A7,MS4A4A
MS4A7,MS4A7,MS4A7
COBL,COBL,COBL
SLURP1,SLURP1,SLURP1
BMP5,BMP5,BMP5
JUNB,JUNB,RNASEH2A
JUNB,JUNB,JUNB
NRDE2,NRDE2,NRDE2
SCARNA11,SCARNA11,SCARNA11
MIR5195,MIR5195,MIR5195
MTSS1,MTSS1,MTSS1
MALINC1,MALINC1,MALINC1
FAM117B,FAM117B,FAM117B
RAB1B,RAB1B,RAB1B
CERS5,CERS5,CERS6
CERS5,CERS5,CERS5
ZNF654,ZNF654,ZNF654
SLC6A13,SLC6A13,SLC6A13
TCEAL9,TCEAL9,TCEAL9
TAF1D,TAF1D,TAF1D
DTYMK,DTYMK,DTYMK
NDST3,NDST3,NDST3
NRGN,NRGN,NRGN
ITGAD,ITGAD,ITGAD
FGF13-AS1,FGF13-AS1,FGF13-AS1
SLC25A51,SLC25A51,SLC25A51
THY1,THY1,THY1
CARMIL1,CARMIL1,CARMIL1
ANKHD1,ANKHD1,ANKHD1
SLFN13,SLFN13,SLFN13
BAHCC1,BAHCC1,BAHCC1
FMR1,FMR1,FRAXA
FMR1,FMR1,FMR1-IT1
FMR1,FMR1,FMR1
GAB3,GAB3,GAB3
MGST3,MGST3,MGST3
TGM1,TGM1,TGM1
IZUMO1R,IZUMO1R,IZUMO1R
MIR5691,MIR5691,MIR5691
EIF3E,EIF3E,EIF3E
MIR5591,MIR5591,MIR5591
HLA-DMA,HLA-DMA,HLA-DMA
WDCP,WDCP,WDCP
FOXP4-AS1,FOXP4-AS1,FOXP4-AS1
FER,FER,FER
GRIA2,GRIA2,GRIA2
MIR4635,MIR4635,MIR4635
SNAP25,SNAP25,SNAP25
TRAPPC5,TRAPPC5,TRAPPC5
MIR29C,MIR29C,MIR29C
LPAR5,LPAR5,LPAR5
SIGMAR1,SIGMAR1,SIGMAR1
FRMPD4,FRMPD4,FRMPD4
ELANE,ELANE,ELANE
PDGFA,PDGFA,PDGFA
GREB1,GREB1,GREB1
ETV2,ETV2,ETV2
TUBB1,TUBB1,TUBB
TUBB1,TUBB1,TUBB1
ARAP1,ARAP1,ARAP1
GMFB,GMFB,GMFB
SLC9A1,SLC9A1,SLC9A1
SCML4,SCML4,SCML4
EIF5B,EIF5B,EIF5B
EFNA2,EFNA2,EFNA2
MEN1,MEN1,MEN1
FZR1,FZR1,FZR1
ANO6,ANO6,ANO6
TAS2R19,TAS2R19,TAS2R19
C4BPB,C4BPB,C4BPB
UCK1,UCK1,UCK1
EMC4,EMC4,EMC4
MIR6808,MIR6808,MIR6808
ANKRD52,ANKRD52,ANKRD52
TRAF4,TRAF4,TRAF4
RFK,RFK,RFK
EGR3,EGR3,EGR3
BPNT1,BPNT1,BPNT1
CRTAC1,CRTAC1,CRTAC1
MTMR2,MTMR2,MTMR2
KDELR1,KDELR1,KDELR1
G6PC3,G6PC3,G6PC3
SOX21-AS1,SOX21-AS1,SOX21-AS1
COMTD1,COMTD1,COMTD1
NOL3,NOL3,NOL3
RASSF8,RASSF8,RASSF8
ACSL4,ACSL4,ACSL4
BPHL,BPHL,BPHL
KCNK16,KCNK16,KCNK16
RIPOR1,RIPOR1,RIPOR1
NFKBIB,NFKBIB,NFKBIB
CNTNAP3P2,CNTNAP3P2,CNTNAP3P2
CNTNAP3P2,CNTNAP3P2,CNTNAP3P2
APH1B,APH1B,APH1B
CCDC81,CCDC81,CCDC81
IFI27L1,IFI27L1,IFI27L1
LINC01006,LINC01006,RNF32-DT
ICAM1,ICAM1,ICAM1
GTPBP3,GTPBP3,GTPBP3
ZNF276,ZNF276,ZNF276
SHC3,SHC3,SHC3
LEPR,LEPR,LEPROT
LEPR,LEPR,LEPR
CORO1B,CORO1B,CORO1B
ATP2C1,ATP2C1,ATP2C1
C2CD4D,C2CD4D,C2CD4D
TDG,TDG,TDG
FBF1,FBF1,FBF1
MIR935,MIR935,MIR935
CROCC2,CROCC2,CROCC2
PARP3,PARP3,PARP3
UBQLNL,UBQLNL,UBQLNL
ZDHHC20,ZDHHC20,ZDHHC20
FYCO1,FYCO1,FYCO1
DIPK2A,DIPK2A,DIPK2A
LY75-CD302,LY75-CD302,LY75-CD302
ZXDC,ZXDC,ZXDC
LINC00968,LINC00968,LINC00968
ZNF660-ZNF197,ZNF660-ZNF197,ZNF660-ZNF197
MIR125B1,MIR125B1,MIR125B1
SMCO2,SMCO2,SMCO2
MSL1,MSL1,SNRPB2
MSL1,MSL1,MSL1
PCDHB1,PCDHB1,PCDHB1
CLUAP1,CLUAP1,CLUAP1
NRP2,NRP2,NELL2
NRP2,NRP2,NRP2
PGLYRP1,PGLYRP1,PGLYRP1
CSMD1,CSMD1,CSMD1
BCL9L,BCL9L,BCL9L
KMT2C,KMT2C,KMT2C
STX12,STX12,STX12
NME3,NME3,NME3
SNX5,SNX5,SNX5
RUNX3,RUNX3,RUNX3
IQCF5,IQCF5,IQCF5
OR4A16,OR4A16,OR4A16
ISG20,ISG20,ISG20
PLPPR2,PLPPR2,PLPPR2
KDM5A,KDM5A,KDM5A
ARHGAP22,ARHGAP22,ARHGAP22
METTL3,METTL3,METTL3
OTUD6B,OTUD6B,OTUD6B
TLDC2,TLDC2,TLDC2
CCDC83,CCDC83,CCDC83
MTUS2-AS1,MTUS2-AS1,MTUS2-AS1
MTUS2-AS1,MTUS2-AS1,MTUS2-AS1
IGF2-AS,IGF2-AS,IGF2-AS
HNRNPCL4,HNRNPCL4,HNRNPCL4
HNRNPCL4,HNRNPCL4,HNRNPCL3
MIR5579,MIR5579,MIR5579
COCH,COCH,COCH
PLP1,PLP1,PLP1
LINC00665,LINC00665,LINC00665
CNOT3,CNOT3,CNOT3
SRRM2,SRRM2,SRRM2
MAGEB2,MAGEB2,MAGEB2
RAB3GAP2,RAB3GAP2,RAB3GAP2
CDIN1,CDIN1,CDIN1
KRTAP10-9,KRTAP10-9,KRTAP10-9
KRTAP10-9,KRTAP10-9,KRTAP10-11
PIN1,PIN1,PDZD2
PIN1,PIN1,PIN1
KATNA1,KATNA1,KATNA1
SMAD1,SMAD1,GARS1
SMAD1,SMAD1,SMAD1
AGPS,AGPS,IFT70A-AS1
AGPS,AGPS,AGPS
VGF,VGF,VGF
TXNDC5,TXNDC5,TXNDC5
NFKBIZ,NFKBIZ,NFKBIZ
OVOL2,OVOL2,OVOL2
PTPRE,PTPRE,PTPRE
EPHA5,EPHA5,EPHA5
LINC01151,LINC01151,LINC01151
LINC01151,LINC01151,LINC01151
LINC01751,LINC01751,LINC01751
PLCB1,PLCB1,PLCB1
OLA1,OLA1,OLA1
HSPB9,HSPB9,HSPB9
PRKCA,PRKCA,PRKCA
CORO7,CORO7,CORO7-PAM16
CORO7,CORO7,CORO7
THOC5,THOC5,THOC5
MAVS,MAVS,MAVS
XAF1,XAF1,XAF1
ARMC3,ARMC3,ARMC3
LSM3,LSM3,LSM3
KIAA1257,KIAA1257,CFAP92
INTS6L,INTS6L,INTS6L
JAKMIP1,JAKMIP1,JAKMIP1
BTG2,BTG2,BTG2
HS3ST3A1,HS3ST3A1,HS3ST3A1
KAZALD1,KAZALD1,KAZALD1
ATP2A1,ATP2A1,ATP2A1
SPEF2,SPEF2,SPEF2
TTC39B,TTC39B,TTC39B
SIRPG,SIRPG,SIRPG
KRTAP2-3,KRTAP2-3,KRTAP2-3
KRTAP2-3,KRTAP2-3,KRTAP2-4
ASXL3,ASXL3,ASXL3
TMCC2,TMCC2,TMCC2
PCDH9-AS3,PCDH9-AS3,PCDH9-AS3
MIR1288,MIR1288,MIR1288
ISOC2,ISOC2,ISOC2
LINC01748,LINC01748,LINC01748
ABHD18,ABHD18,ABHD18
CISD2,CISD2,CISD2
IFNE,IFNE,IFNE
CA8,CA8,CA8
MIR3689D2,MIR3689D2,MIR3689D2
ALDH3A2,ALDH3A2,ALDH3A2
DSTYK,DSTYK,DSTYK
HRASLS2,HRASLS2,PLAAT2
ZNF707,ZNF707,ZNF707
DTNBP1,DTNBP1,DTNBP1
SLC35G1,SLC35G1,SLC35G1
ASNSD1,ASNSD1,ASDURF
ASNSD1,ASNSD1,ASNSD1
PPFIA4,PPFIA4,PPFIA4
LGALS7,LGALS7,LGALS7B
LGALS7,LGALS7,LGALS7
DLC1,DLC1,DLEC1
DLC1,DLC1,DYNLL1
DLC1,DLC1,DLC1
ZNF766,ZNF766,ZNF766
UBE2M,UBE2M,UBE2M
KCNS3,KCNS3,KCNS3
RNF180,RNF180,RNF180
TEX47,TEX47,TEX47
RTCA,RTCA,RTCA
CALCB,CALCB,CALCB
GLI2,GLI2,GLI2
LOC105371046,LOC105371046,LOC105371046
FGD5,FGD5,FGD5
TUBB4A,TUBB4A,TUBB4A
TOP1,TOP1,TOP1
PTPRD,PTPRD,PTPRD
PRPF6,PRPF6,PRPF6
DGAT1,DGAT1,DGAT1
TNFAIP2,TNFAIP2,TNFAIP2
MTCP1,MTCP1,CMC4
MTCP1,MTCP1,SH2D1A
MTCP1,MTCP1,MTCP1
ERP44,ERP44,ERP44
PKHD1L1,PKHD1L1,PKHD1L1
CNNM1,CNNM1,CNNM1
ST6GALNAC5,ST6GALNAC5,ST6GALNAC5
LINC01018,LINC01018,LINC01018
LINC01018,LINC01018,LINC01018
TAS1R2,TAS1R2,TAS1R2
ZPBP,ZPBP,ZPBP
CATIP-AS1,CATIP-AS1,CATIP-AS1
TLX1NB,TLX1NB,TLX1NB
UFSP1,UFSP1,UFSP1
MAP2,MAP2,METAP2
MAP2,MAP2,MAP2
NOMO2,NOMO2,NOMO2
TRMT10B,TRMT10B,TRMT10B
ZNF687,ZNF687,ZNF687
DZANK1,DZANK1,DZANK1
LINC02701,LINC02701,LINC02701
LINC02701,LINC02701,LINC02701
MAN2C1,MAN2C1,MAN2C1
SPDYA,SPDYA,SPDYA
TRIM59-IFT80,TRIM59-IFT80,TRIM59-IFT80
MARCHF4,MARCHF4,MARCHF4
NECAB3,NECAB3,NECAB3
SDC2,SDC2,SDC2
FKBP3,FKBP3,FKBP3
APOA1-AS,APOA1-AS,APOA1-AS
APOA1-AS,APOA1-AS,APOA1-AS
ARSG,ARSG,ARSG
CYP3A4,CYP3A4,CYP3A4
TSPO,TSPO,TSPO
SDCCAG8,SDCCAG8,SDCCAG8
OR2B11,OR2B11,OR2B11
KHDC4,KHDC4,KHDC4
CDS2,CDS2,CDS2
VSTM2L,VSTM2L,VSTM2L
FAM83D,FAM83D,FAM83D
R3HDML,R3HDML,R3HDML
MIR196A2,MIR196A2,MIR196A2
THBS2,THBS2,THBS2
GTF3C3,GTF3C3,GTF3C3
TMEM9B,TMEM9B,TMEM9B
PNMA2,PNMA2,PNMA2
